   NID    (HEX)    NODENAME     TYPE    STATUS        MODE
  2284    0x8ec c11-0c2s11n0  compute        up       batch
  2285    0x8ed c11-0c2s11n1  compute        up       batch
  2286    0x8ee c11-0c2s11n2  compute        up       batch
  2287    0x8ef c11-0c2s11n3  compute        up       batch
  2288    0x8f0 c11-0c2s12n0  compute        up       batch
  2289    0x8f1 c11-0c2s12n1  compute        up       batch
  2290    0x8f2 c11-0c2s12n2  compute        up       batch
  2291    0x8f3 c11-0c2s12n3  compute        up       batch
  2292    0x8f4 c11-0c2s13n0  compute        up       batch
  2293    0x8f5 c11-0c2s13n1  compute        up       batch
  2294    0x8f6 c11-0c2s13n2  compute        up       batch
  2295    0x8f7 c11-0c2s13n3  compute        up       batch
  2296    0x8f8 c11-0c2s14n0  compute        up       batch
  2297    0x8f9 c11-0c2s14n1  compute        up       batch
  2298    0x8fa c11-0c2s14n2  compute        up       batch
  2299    0x8fb c11-0c2s14n3  compute        up       batch
  2300    0x8fc c11-0c2s15n0  compute        up       batch
  2301    0x8fd c11-0c2s15n1  compute        up       batch
  2302    0x8fe c11-0c2s15n2  compute        up       batch
  2303    0x8ff c11-0c2s15n3  compute        up       batch
  2304    0x900  c0-1c0s0n0  compute        up       batch
  2305    0x901  c0-1c0s0n1  compute        up       batch
  2306    0x902  c0-1c0s0n2  compute        up       batch
  2307    0x903  c0-1c0s0n3  compute        up       batch
  2308    0x904  c0-1c0s1n0  compute        up       batch
  2309    0x905  c0-1c0s1n1  compute        up       batch
  2310    0x906  c0-1c0s1n2  compute        up       batch
  2311    0x907  c0-1c0s1n3  compute        up       batch
  2312    0x908  c0-1c0s2n0  compute        up       batch
  2313    0x909  c0-1c0s2n1  compute        up       batch
  2314    0x90a  c0-1c0s2n2  compute        up       batch
  2315    0x90b  c0-1c0s2n3  compute        up       batch
  2316    0x90c  c0-1c0s3n0  compute        up       batch
  2317    0x90d  c0-1c0s3n1  compute        up       batch
  2318    0x90e  c0-1c0s3n2  compute        up       batch
  2319    0x90f  c0-1c0s3n3  compute        up       batch
  2321    0x911  c0-1c0s4n1  service        up       batch
  2322    0x912  c0-1c0s4n2  service        up       batch
  2324    0x914  c0-1c0s5n0  compute        up       batch
  2325    0x915  c0-1c0s5n1  compute        up       batch
  2326    0x916  c0-1c0s5n2  compute        up       batch
  2327    0x917  c0-1c0s5n3  compute        up       batch
  2328    0x918  c0-1c0s6n0  compute        up       batch
  2329    0x919  c0-1c0s6n1  compute        up       batch
  2330    0x91a  c0-1c0s6n2  compute        up       batch
  2331    0x91b  c0-1c0s6n3  compute        up       batch
  2332    0x91c  c0-1c0s7n0  compute        up       batch
  2333    0x91d  c0-1c0s7n1  compute        up       batch
  2334    0x91e  c0-1c0s7n2  compute        up       batch
  2335    0x91f  c0-1c0s7n3  compute        up       batch
  2336    0x920  c0-1c0s8n0  compute        up       batch
  2337    0x921  c0-1c0s8n1  compute        up       batch
  2338    0x922  c0-1c0s8n2  compute        up       batch
  2339    0x923  c0-1c0s8n3  compute        up       batch
  2340    0x924  c0-1c0s9n0  compute        up       batch
  2341    0x925  c0-1c0s9n1  compute        up       batch
  2342    0x926  c0-1c0s9n2  compute        up       batch
  2343    0x927  c0-1c0s9n3  compute        up       batch
  2344    0x928 c0-1c0s10n0  compute        up       batch
  2345    0x929 c0-1c0s10n1  compute        up       batch
  2346    0x92a c0-1c0s10n2  compute        up       batch
  2347    0x92b c0-1c0s10n3  compute        up       batch
  2348    0x92c c0-1c0s11n0  compute        up       batch
  2349    0x92d c0-1c0s11n1  compute        up       batch
  2350    0x92e c0-1c0s11n2  compute        up       batch
  2351    0x92f c0-1c0s11n3  compute        up       batch
  2352    0x930 c0-1c0s12n0  service        up       batch
  2353    0x931 c0-1c0s12n1  service        up       batch
  2354    0x932 c0-1c0s12n2  service        up       batch
  2355    0x933 c0-1c0s12n3  service        up       batch
  2356    0x934 c0-1c0s13n0  compute        up       batch
  2357    0x935 c0-1c0s13n1  compute        up       batch
  2358    0x936 c0-1c0s13n2  compute        up       batch
  2359    0x937 c0-1c0s13n3  compute        up       batch
  2360    0x938 c0-1c0s14n0  compute        up       batch
  2361    0x939 c0-1c0s14n1  compute        up       batch
  2362    0x93a c0-1c0s14n2  compute        up       batch
  2363    0x93b c0-1c0s14n3  compute        up       batch
  2364    0x93c c0-1c0s15n0  compute        up       batch
  2365    0x93d c0-1c0s15n1  compute        up       batch
  2366    0x93e c0-1c0s15n2  compute        up       batch
  2367    0x93f c0-1c0s15n3  compute        up       batch
  2368    0x940  c0-1c1s0n0  compute        up       batch
  2369    0x941  c0-1c1s0n1  compute        up       batch
  2370    0x942  c0-1c1s0n2  compute        up       batch
  2371    0x943  c0-1c1s0n3  compute        up       batch
  2372    0x944  c0-1c1s1n0  compute        up       batch
  2373    0x945  c0-1c1s1n1  compute        up       batch
  2374    0x946  c0-1c1s1n2  compute        up       batch
  2375    0x947  c0-1c1s1n3  compute        up       batch
  2376    0x948  c0-1c1s2n0  compute        up       batch
  2377    0x949  c0-1c1s2n1  compute        up       batch
  2378    0x94a  c0-1c1s2n2  compute        up       batch
  2379    0x94b  c0-1c1s2n3  compute        up       batch
  2381    0x94d  c0-1c1s3n1  service        up       batch
  2382    0x94e  c0-1c1s3n2  service        up       batch
  2385    0x951  c0-1c1s4n1  service        up       batch
  2386    0x952  c0-1c1s4n2  service        up       batch
  2388    0x954  c0-1c1s5n0  compute        up       batch
  2389    0x955  c0-1c1s5n1  compute        up       batch
  2390    0x956  c0-1c1s5n2  compute        up       batch
  2391    0x957  c0-1c1s5n3  compute        up       batch
  2392    0x958  c0-1c1s6n0  compute        up       batch
  2393    0x959  c0-1c1s6n1  compute        up       batch
  2394    0x95a  c0-1c1s6n2  compute        up       batch
  2395    0x95b  c0-1c1s6n3  compute        up       batch
  2396    0x95c  c0-1c1s7n0  compute        up       batch
  2397    0x95d  c0-1c1s7n1  compute        up       batch
  2398    0x95e  c0-1c1s7n2  compute        up       batch
  2399    0x95f  c0-1c1s7n3  compute        up       batch
  2400    0x960  c0-1c1s8n0  compute        up       batch
  2401    0x961  c0-1c1s8n1  compute        up       batch
  2402    0x962  c0-1c1s8n2  compute        up       batch
  2403    0x963  c0-1c1s8n3  compute        up       batch
  2404    0x964  c0-1c1s9n0  compute        up       batch
  2405    0x965  c0-1c1s9n1  compute        up       batch
  2406    0x966  c0-1c1s9n2  compute        up       batch
  2407    0x967  c0-1c1s9n3  compute        up       batch
  2408    0x968 c0-1c1s10n0  compute        up       batch
  2409    0x969 c0-1c1s10n1  compute        up       batch
  2410    0x96a c0-1c1s10n2  compute        up       batch
  2411    0x96b c0-1c1s10n3  compute        up       batch
  2412    0x96c c0-1c1s11n0  compute        up       batch
  2413    0x96d c0-1c1s11n1  compute        up       batch
  2414    0x96e c0-1c1s11n2  compute        up       batch
  2415    0x96f c0-1c1s11n3  compute        up       batch
  2416    0x970 c0-1c1s12n0  compute        up       batch
  2417    0x971 c0-1c1s12n1  compute        up       batch
  2418    0x972 c0-1c1s12n2  compute        up       batch
  2419    0x973 c0-1c1s12n3  compute        up       batch
  2420    0x974 c0-1c1s13n0  compute        up       batch
  2421    0x975 c0-1c1s13n1  compute        up       batch
  2422    0x976 c0-1c1s13n2  compute        up       batch
  2423    0x977 c0-1c1s13n3  compute        up       batch
  2424    0x978 c0-1c1s14n0  compute        up       batch
  2425    0x979 c0-1c1s14n1  compute        up       batch
  2426    0x97a c0-1c1s14n2  compute        up       batch
  2427    0x97b c0-1c1s14n3  compute        up       batch
  2428    0x97c c0-1c1s15n0  compute        up       batch
  2429    0x97d c0-1c1s15n1  compute        up       batch
  2430    0x97e c0-1c1s15n2  compute        up       batch
  2431    0x97f c0-1c1s15n3  compute        up       batch
  2432    0x980  c0-1c2s0n0  compute        up       batch
  2433    0x981  c0-1c2s0n1  compute        up       batch
  2434    0x982  c0-1c2s0n2  compute        up       batch
  2435    0x983  c0-1c2s0n3  compute        up       batch
  2436    0x984  c0-1c2s1n0  compute        up       batch
  2437    0x985  c0-1c2s1n1  compute        up       batch
  2438    0x986  c0-1c2s1n2  compute        up       batch
  2439    0x987  c0-1c2s1n3  compute        up       batch
  2440    0x988  c0-1c2s2n0  compute        up       batch
  2441    0x989  c0-1c2s2n1  compute        up       batch
  2442    0x98a  c0-1c2s2n2  compute        up       batch
  2443    0x98b  c0-1c2s2n3  compute        up       batch
  2445    0x98d  c0-1c2s3n1  service        up       batch
  2446    0x98e  c0-1c2s3n2  service        up       batch
  2449    0x991  c0-1c2s4n1  service        up       batch
  2450    0x992  c0-1c2s4n2  service        up       batch
  2452    0x994  c0-1c2s5n0  compute        up       batch
  2453    0x995  c0-1c2s5n1  compute        up       batch
  2454    0x996  c0-1c2s5n2  compute        up       batch
  2455    0x997  c0-1c2s5n3  compute        up       batch
  2456    0x998  c0-1c2s6n0  compute        up       batch
  2457    0x999  c0-1c2s6n1  compute        up       batch
  2458    0x99a  c0-1c2s6n2  compute        up       batch
  2459    0x99b  c0-1c2s6n3  compute        up       batch
  2460    0x99c  c0-1c2s7n0  compute        up       batch
  2461    0x99d  c0-1c2s7n1  compute        up       batch
  2462    0x99e  c0-1c2s7n2  compute        up       batch
  2463    0x99f  c0-1c2s7n3  compute        up       batch
  2464    0x9a0  c0-1c2s8n0  compute        up       batch
  2465    0x9a1  c0-1c2s8n1  compute        up       batch
  2466    0x9a2  c0-1c2s8n2  compute        up       batch
  2467    0x9a3  c0-1c2s8n3  compute        up       batch
  2468    0x9a4  c0-1c2s9n0  compute        up       batch
  2469    0x9a5  c0-1c2s9n1  compute        up       batch
  2470    0x9a6  c0-1c2s9n2  compute        up       batch
  2471    0x9a7  c0-1c2s9n3  compute        up       batch
  2472    0x9a8 c0-1c2s10n0  compute        up       batch
  2473    0x9a9 c0-1c2s10n1  compute        up       batch
  2474    0x9aa c0-1c2s10n2  compute        up       batch
  2475    0x9ab c0-1c2s10n3  compute        up       batch
  2476    0x9ac c0-1c2s11n0  compute        up       batch
  2477    0x9ad c0-1c2s11n1  compute        up       batch
  2478    0x9ae c0-1c2s11n2  compute        up       batch
  2479    0x9af c0-1c2s11n3  compute        up       batch
  2480    0x9b0 c0-1c2s12n0  compute        up       batch
  2481    0x9b1 c0-1c2s12n1  compute        up       batch
  2482    0x9b2 c0-1c2s12n2  compute        up       batch
  2483    0x9b3 c0-1c2s12n3  compute        up       batch
  2484    0x9b4 c0-1c2s13n0  compute        up       batch
  2485    0x9b5 c0-1c2s13n1  compute        up       batch
  2486    0x9b6 c0-1c2s13n2  compute        up       batch
  2487    0x9b7 c0-1c2s13n3  compute        up       batch
  2488    0x9b8 c0-1c2s14n0  compute        up       batch
  2489    0x9b9 c0-1c2s14n1  compute        up       batch
  2490    0x9ba c0-1c2s14n2  compute        up       batch
  2491    0x9bb c0-1c2s14n3  compute        up       batch
  2492    0x9bc c0-1c2s15n0  compute        up       batch
  2493    0x9bd c0-1c2s15n1  compute        up       batch
  2494    0x9be c0-1c2s15n2  compute        up       batch
  2495    0x9bf c0-1c2s15n3  compute        up       batch
  2496    0x9c0  c1-1c0s0n0  compute        up       batch
  2497    0x9c1  c1-1c0s0n1  compute        up       batch
  2498    0x9c2  c1-1c0s0n2  compute        up       batch
  2499    0x9c3  c1-1c0s0n3  compute        up       batch
  2500    0x9c4  c1-1c0s1n0  compute        up       batch
  2501    0x9c5  c1-1c0s1n1  compute        up       batch
  2502    0x9c6  c1-1c0s1n2  compute        up       batch
  2503    0x9c7  c1-1c0s1n3  compute        up       batch
  2504    0x9c8  c1-1c0s2n0  compute        up       batch
  2505    0x9c9  c1-1c0s2n1  compute        up       batch
  2506    0x9ca  c1-1c0s2n2  compute        up       batch
  2507    0x9cb  c1-1c0s2n3  compute        up       batch
  2508    0x9cc  c1-1c0s3n0  compute        up       batch
  2509    0x9cd  c1-1c0s3n1  compute        up       batch
  2510    0x9ce  c1-1c0s3n2  compute        up       batch
  2511    0x9cf  c1-1c0s3n3  compute        up       batch
  2512    0x9d0  c1-1c0s4n0  compute        up       batch
  2513    0x9d1  c1-1c0s4n1  compute        up       batch
  2514    0x9d2  c1-1c0s4n2  compute        up       batch
  2515    0x9d3  c1-1c0s4n3  compute        up       batch
  2516    0x9d4  c1-1c0s5n0  compute        up       batch
  2517    0x9d5  c1-1c0s5n1  compute        up       batch
  2518    0x9d6  c1-1c0s5n2  compute        up       batch
  2519    0x9d7  c1-1c0s5n3  compute        up       batch
  2520    0x9d8  c1-1c0s6n0  compute        up       batch
  2521    0x9d9  c1-1c0s6n1  compute        up       batch
  2522    0x9da  c1-1c0s6n2  compute        up       batch
  2523    0x9db  c1-1c0s6n3  compute        up       batch
  2524    0x9dc  c1-1c0s7n0  compute        up       batch
  2525    0x9dd  c1-1c0s7n1  compute        up       batch
  2526    0x9de  c1-1c0s7n2  compute        up       batch
  2527    0x9df  c1-1c0s7n3  compute        up       batch
  2528    0x9e0  c1-1c0s8n0  compute        up       batch
  2529    0x9e1  c1-1c0s8n1  compute        up       batch
  2530    0x9e2  c1-1c0s8n2  compute        up       batch
  2531    0x9e3  c1-1c0s8n3  compute        up       batch
  2532    0x9e4  c1-1c0s9n0  compute        up       batch
  2533    0x9e5  c1-1c0s9n1  compute        up       batch
  2534    0x9e6  c1-1c0s9n2  compute        up       batch
  2535    0x9e7  c1-1c0s9n3  compute        up       batch
  2536    0x9e8 c1-1c0s10n0  compute        up       batch
  2537    0x9e9 c1-1c0s10n1  compute        up       batch
  2538    0x9ea c1-1c0s10n2  compute        up       batch
  2539    0x9eb c1-1c0s10n3  compute        up       batch
  2540    0x9ec c1-1c0s11n0  compute        up       batch
  2541    0x9ed c1-1c0s11n1  compute        up       batch
  2542    0x9ee c1-1c0s11n2  compute        up       batch
  2543    0x9ef c1-1c0s11n3  compute        up       batch
  2544    0x9f0 c1-1c0s12n0  compute        up       batch
  2545    0x9f1 c1-1c0s12n1  compute        up       batch
  2546    0x9f2 c1-1c0s12n2  compute        up       batch
  2547    0x9f3 c1-1c0s12n3  compute        up       batch
  2548    0x9f4 c1-1c0s13n0  compute        up       batch
  2549    0x9f5 c1-1c0s13n1  compute        up       batch
